1341477663.902000,0.000000,0.000000,0.000000
1341477663.912000,0.000000,0.000000,0.000000
1341477663.922000,0.000000,0.000000,0.000000
1341477663.932000,0.000000,0.000000,0.000000
1341477663.942000,0.000000,0.000000,0.000000
1341477663.952000,0.000000,0.000000,0.000000
1341477663.962000,0.000000,0.000000,0.000000
1341477663.972000,0.000000,0.000000,0.000000
1341477663.982000,0.000000,0.000000,0.000000
1341477663.992000,0.000000,0.000000,0.000000
1341477664.002000,0.000000,0.000000,0.000000
1341477664.012000,0.000000,0.000000,0.000000
1341477664.022000,0.000000,0.000000,0.000000
1341477664.032000,0.000000,0.000000,0.000000
1341477664.042000,0.000000,0.000000,0.000000
1341477664.053000,0.000000,0.000000,0.000000
1341477664.062000,0.000000,0.000000,0.000000
1341477664.072000,0.000000,0.000000,0.000000
1341477664.083000,0.000000,0.000000,0.000000
1341477664.092000,0.000000,0.000000,0.000000
1341477664.102000,0.000000,0.000000,0.000000
1341477664.112000,0.000000,0.000000,0.000000
1341477664.122000,0.000000,0.000000,0.000000
1341477664.132000,0.000000,0.000000,0.000000
1341477664.142000,0.000000,0.000000,0.000000
1341477664.154000,0.000000,0.000000,0.000000
1341477664.162000,0.000000,0.000000,0.000000
1341477664.173000,0.000000,0.000000,0.000000
1341477664.182000,0.000000,0.000000,0.000000
1341477664.192000,0.000000,0.000000,0.000000
1341477664.203000,0.000000,0.000000,0.000000
1341477664.212000,0.000000,0.000000,0.000000
1341477664.222000,0.000000,0.000000,0.000000
1341477664.232000,-0.129561,-0.997594,-0.057820
1341477664.248000,-0.129561,-0.997594,-0.057820
1341477664.252000,-0.176788,-0.942842,-0.081128
1341477664.262000,-0.176070,-0.928097,-0.089096
1341477664.272000,-0.176070,-0.928097,-0.089096
1341477664.282000,-0.176437,-0.946536,-0.081388
1341477664.292000,-0.176437,-0.946536,-0.081388
1341477664.302000,-0.176437,-0.946536,-0.081388
1341477664.312000,-0.188053,-0.958335,-0.085265
1341477664.322000,-0.188053,-0.958335,-0.085265
1341477664.332000,-0.188053,-0.958335,-0.085265
1341477664.345000,-0.184267,-0.946750,-0.073527
1341477664.352000,-0.184267,-0.946750,-0.073527
1341477664.362000,-0.184267,-0.946750,-0.073527
1341477664.372000,-0.168774,-0.931287,-0.085112
1341477664.383000,-0.168576,-0.950382,-0.095217
1341477664.393000,-0.168621,-0.954351,-0.096865
1341477664.402000,-0.168621,-0.954351,-0.096865
1341477664.412000,-0.164760,-0.935195,-0.089203
1341477664.422000,-0.168438,-0.942476,-0.089127
1341477664.433000,-0.168438,-0.942476,-0.089127
1341477664.442000,-0.176360,-0.942827,-0.077526
1341477664.452000,-0.165248,-0.946551,-0.092317
1341477664.462000,-0.165248,-0.946551,-0.092317
1341477664.472000,-0.164714,-0.931821,-0.085570
1341477664.482000,-0.170804,-0.949589,-0.094408
1341477664.492000,-0.170804,-0.949589,-0.094408
1341477664.502000,-0.168789,-0.947085,-0.093202
1341477664.512000,-0.174727,-0.940659,-0.086867
1341477664.522000,-0.174727,-0.940659,-0.086867
1341477664.532000,-0.174727,-0.940659,-0.086867
1341477664.542000,-0.168698,-0.942781,-0.077480
1341477664.552000,-0.168698,-0.942781,-0.077480
1341477664.562000,-0.168698,-0.942781,-0.077480
1341477664.572000,-0.168698,-0.942934,-0.073649
1341477664.582000,-0.168698,-0.942934,-0.073649
1341477664.592000,-0.168698,-0.942934,-0.073649
1341477664.602000,-0.176421,-0.950611,-0.085204
1341477664.612000,-0.180161,-0.946918,-0.081495
1341477664.623000,-0.180161,-0.946918,-0.081495
1341477664.632000,-0.180161,-0.946918,-0.081495
1341477664.642000,-0.187793,-0.957740,-0.081128
1341477664.652000,-0.164943,-0.950718,-0.085188
1341477664.662000,-0.173888,-0.941484,-0.082105
1341477664.673000,-0.173888,-0.941484,-0.082105
1341477664.682000,-0.187610,-0.950108,-0.070123
1341477664.692000,-0.175811,-0.947589,-0.091050
1341477664.702000,-0.175811,-0.947589,-0.091050
1341477664.712000,-0.175811,-0.947589,-0.091050
1341477664.722000,-0.176437,-0.946734,-0.085249
1341477664.732000,-0.176437,-0.946734,-0.085249
1341477664.742000,-0.176437,-0.946734,-0.085249
1341477664.752000,-0.164836,-0.954550,-0.069665
1341477664.763000,-0.164836,-0.954550,-0.069665
1341477664.772000,-0.168820,-0.948459,-0.095186
1341477664.782000,-0.164912,-0.946811,-0.096865
1341477664.792000,-0.164912,-0.946811,-0.096865
1341477664.803000,-0.164912,-0.946811,-0.096865
1341477664.812000,-0.164882,-0.939286,-0.089310
1341477664.822000,-0.164882,-0.939286,-0.089310
1341477664.833000,-0.156975,-0.954397,-0.077526
1341477664.842000,-0.168087,-0.947085,-0.077404
1341477664.857000,-0.168087,-0.947085,-0.077404
1341477664.867000,-0.168087,-0.947085,-0.077404
1341477664.872000,-0.168087,-0.947085,-0.077404
1341477664.882000,-0.168087,-0.947085,-0.077404
1341477664.892000,-0.161615,-0.944536,-0.082670
1341477664.902000,-0.167736,-0.945101,-0.086837
1341477664.912000,-0.167736,-0.945101,-0.086837
1341477664.923000,-0.159371,-0.943697,-0.088256
1341477664.932000,-0.157021,-0.942857,-0.089096
1341477664.942000,-0.157021,-0.942857,-0.089096
1341477664.953000,-0.166072,-0.945361,-0.077388
1341477664.962000,-0.168515,-0.942934,-0.077404
1341477664.972000,-0.168515,-0.942934,-0.077404
1341477664.983000,-0.164729,-0.949833,-0.078197
1341477664.992000,-0.164729,-0.949833,-0.078197
1341477665.004000,-0.176376,-0.950688,-0.080441
1341477665.012000,-0.176437,-0.950642,-0.081281
1341477665.023000,-0.176437,-0.950642,-0.081281
1341477665.037000,-0.169430,-0.945956,-0.092134
1341477665.045000,-0.169430,-0.945956,-0.092134
1341477665.055000,-0.169430,-0.945956,-0.092134
1341477665.085000,-0.165508,-0.944506,-0.087402
1341477665.088000,-0.165508,-0.944506,-0.087402
1341477665.095000,-0.164760,-0.942903,-0.089050
1341477665.109000,-0.164760,-0.942903,-0.089050
1341477665.116000,-0.164760,-0.942903,-0.089050
1341477665.125000,-0.164760,-0.942903,-0.089050
1341477665.135000,-0.172575,-0.946765,-0.085265
1341477665.146000,-0.164790,-0.950596,-0.077480
1341477665.155000,-0.175902,-0.950642,-0.084853
1341477665.166000,-0.175902,-0.950642,-0.084853
1341477665.176000,-0.160959,-0.942903,-0.077480
1341477665.185000,-0.164531,-0.946566,-0.073679
1341477665.195000,-0.164531,-0.946566,-0.073679
1341477665.205000,-0.172163,-0.950459,-0.084669
1341477665.216000,-0.166332,-0.944536,-0.085158
1341477665.225000,-0.166332,-0.944536,-0.085158
1341477665.235000,-0.168438,-0.939102,-0.070306
1341477665.245000,-0.171644,-0.945101,-0.066505
1341477665.255000,-0.171644,-0.945101,-0.066505
1341477665.267000,-0.172483,-0.952916,-0.077923
1341477665.275000,-0.172529,-0.954473,-0.081159
1341477665.285000,-0.172529,-0.954473,-0.081159
1341477665.295000,-0.174147,-0.947620,-0.080441
1341477665.305000,-0.172605,-0.946765,-0.081281
1341477665.315000,-0.172605,-0.946765,-0.081281
1341477665.325000,-0.164744,-0.954519,-0.089111
1341477665.337000,-0.168438,-0.947101,-0.081662
1341477665.347000,-0.168438,-0.947101,-0.081662
1341477665.355000,-0.168621,-0.942857,-0.077450
1341477665.367000,-0.168621,-0.942857,-0.077450
1341477665.375000,-0.168621,-0.942857,-0.077450
1341477665.386000,-0.180314,-0.942979,-0.081235
1341477665.396000,-0.177230,-0.955145,-0.084334
1341477665.405000,-0.177230,-0.955145,-0.084334
1341477665.415000,-0.172712,-0.947269,-0.074030
1341477665.425000,-0.178635,-0.952932,-0.076549
1341477665.435000,-0.178635,-0.952932,-0.076549
